ID;Nombre_Establecimiento;Población_Objetivo;Tipo_de_establecimiento;Gestión;Domicilio;Localidad;Departamento;Provincia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
12114;Escuela Nº480 Yapeyu;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;La Romelia La Romelia;LA ROMELIA;Rivadavia;Santiago Del Estero;;;;;;;;;;;;;;;;
12115;Escuela Nº 1212 José Ibarra;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Camino Limitrofe A 60 Km De Selvaxripio-X Ruta 23 Y 34 112Km.Y A La Cap.447Km;DOS PROVINCIAS;Rivadavia;Santiago Del Estero;;;;;;;;;;;;;;;;
12116;Escuela Nº634 Jose De San Martin J/434;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Colonia Machinlay (S) A 98 Km De Selva Y A 420 Km De La Capital;COLONIA MACKINLAY;Rivadavia;Santiago Del Estero;;;;;;;;;;;;;;;;
12117;Escuela Nº610 Dominga Castagno De Giovenale;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Ruta Provincial N22 A 12 Km Al N. E De Ruta 34-10 M Al O. De Ruta Pcial.22;LOS ENCANTOS;Rivadavia;Santiago Del Estero;;;;;;;;;;;;;;;;
12118;Escuela Nº962 Crucero General Belgrano;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;San Martin S/N A 60 Km De Selva Y A 382 Km De La Cap.Cam.Intrans.X Lluvias;COLONIA ALPINA;Rivadavia;Santiago Del Estero;;;;;;;;;;;;;;;;
12119;Escuela Nº1033 Virgen Del Perpetuo Socorro;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Puerta De Los Rios Puerta De Los Rios;PUERTA DE LOS RIOS;Ojo De Agua;Santiago Del Estero;;;;;;;;;;;;;;;;
12120;Escuela Nº 825;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Campo Del Cisne Campo Del Cisne;CAMPO DEL CISNE;Quebrachos;Santiago Del Estero;;;;;;;;;;;;;;;;
12121;Escuela Nº 478 La Frontera / Ji 848;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;La Frontera La Frontera;La Frontera;Alberdi;Santiago Del Estero;;;;;;;;;;;;;;;;
12122;Escuela Nº553 Pedro Parola;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Colonia Mackinlay Colonia Mackinlay;COLONIA MACKINLAY;Rivadavia;Santiago Del Estero;;;;;;;;;;;;;;;;
12123;Escuela Nº569 Presbitero Alejandro Seitz;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;La Selva Colonia La Selva;La Selva;Rivadavia;Santiago Del Estero;;;;;;;;;;;;;;;;
12124;Escuela Especial Nº501 Gral. Mariano Necochea;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Rivadavia 161;MANUEL J COBO;Lezama;Buenos Aires;;;;;;;;;;;;;;;;
12125;Jardín Maternal Nº7 Dr. Gines;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Alfredo Guido 3644;CARAPACHAY;Vicente Lopez;Buenos Aires;;;;;;;;;;;;;;;;
12126;Jardín Maternal Pie Pequeño;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;1 E/528Bis Y 529 344;TOLOSA;La Plata;Buenos Aires;;;;;;;;;;;;;;;;
12127;Jardín Maternal Sol De Invierno;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Don Orione 1010;VICTORIA;San Fernando;Buenos Aires;;;;;;;;;;;;;;;;
12128;Jardín Maternal Nuestra Sra. De Lujan;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Segui 146 E De Kay Y Pellegrini 146;ADROGUE;Almirante Brown;Buenos Aires;;;;;;;;;;;;;;;;
12129;Nuevo Aprendiendo A Sonreir;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;65Bulnes 185;BOULOGNE SUR MER;San Isidro;Buenos Aires;;;;;;;;;;;;;;;;
12130;Jardín Maternal Municipal Leoncito;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Moriondo 3415;SAENZ PEÑA;Tres de Febrero;Buenos Aires;;;;;;;;;;;;;;;;
12131;Jardín Municipal Nº10 El Lucerito;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Lacarra 3535;CASTELAR;Moron;Buenos Aires;;;;;;;;;;;;;;;;
12132;Jardín Maternal Municipal Nº7 Mi Lugar;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Carlos Gardel 405;EL PALOMAR;Necochea;Buenos Aires;;;;;;;;;;;;;;;;
12133;Jardín Maternal Nido;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Tres Sargentos 1770;MARTINEZ;San Isidro;Buenos Aires;;;;;;;;;;;;;;;;
12134;Jardín Maternal Inm. Concepcion De La Medalla Milagro;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Av. Serzabello 915;BOSQUES;Florencio Varela;Buenos Aires;;;;;;;;;;;;;;;;
12135;Jardín Maternal El Conejo Serafin;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Eduardo Costa 1068;ACASSUSO;San Isidro;Buenos Aires;;;;;;;;;;;;;;;;
12136;José Hernández;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;510;JOSE HERNANDEZ;La Plata;Buenos Aires;;;;;;;;;;;;;;;;
12137;Jardín Maternal Municipal Federico A. Maspoli;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;140 Bis Y 489;JOAQUIN GORINA;La Plata;Buenos Aires;;;;;;;;;;;;;;;;
12138;Jardín Maternal El Redondel;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Congreso 984;HAEDO;Moron;Buenos Aires;;;;;;;;;;;;;;;;
12139;Jardín Maternal Islas Malvinas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;472 E/19 Y 20;CITY BELL;La Plata;Buenos Aires;;;;;;;;;;;;;;;;
12140;Jardín Maternal Nº4;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Gervasio Mendez 2775;MUNRO;Vicente Lopez;Buenos Aires;;;;;;;;;;;;;;;;
12141;Jardín Maternal Nº5 Eva Duarte De Peron;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Tuyuti 1119;FLORIDA OESTE;Vicente Lopez;Buenos Aires;;;;;;;;;;;;;;;;
12142;Jardín Maternal Nº6;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Esteban Echeverrialavalle 3111;FLORIDA;Vicente Lopez;Buenos Aires;;;;;;;;;;;;;;;;
12143;Jardín Maternal Municipal Evita;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Av. 59 3362;NECOCHEA;Necochea;Buenos Aires;;;;;;;;;;;;;;;;
12144;Jardín Municipal Nº14 Tolkeyen;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Mariano Escalada 1631;EL PALOMAR;Necochea;Buenos Aires;;;;;;;;;;;;;;;;
12145;Jardín Maternal Municipal Nº14;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Israel 2361;MUNRO;Vicente Lopez;Buenos Aires;;;;;;;;;;;;;;;;
12146;Jardín Maternal Nº13;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Melo 1861;FLORIDA;Vicente Lopez;Buenos Aires;;;;;;;;;;;;;;;;
12147;Jardín Maternal Municipal Nº12;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;José María Paz 3675;OLIVOS;Vicente Lopez;Buenos Aires;;;;;;;;;;;;;;;;
12148;Jardín Maternal Municipal Nº11 Miguel Sevillano;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Belzu 5660;MUNRO;Vicente Lopez;Buenos Aires;;;;;;;;;;;;;;;;
12149;Jardín Maternal Nº10 Don Donato Sopranzetti;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Aristobulo Del Valle 2375;FLORIDA;Vicente Lopez;Buenos Aires;;;;;;;;;;;;;;;;
12150;Jardín Maternal Municipal Nº9;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Mariano Pelliza 1411;OLIVOS;Vicente Lopez;Buenos Aires;;;;;;;;;;;;;;;;
12151;Jardín Maternal Nº8;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Santa Rosa 4148;FLORIDA;Vicente Lopez;Buenos Aires;;;;;;;;;;;;;;;;
12152;Jardín Carmelo Di Natale;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Moldes 4925;VILLA MARTELLI;Vicente Lopez;Buenos Aires;;;;;;;;;;;;;;;;
12153;Jardín Maternal 16 De Septiembre;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Elizalde 71;SARANDI;Avellaneda;Buenos Aires;;;;;;;;;;;;;;;;
12154;Complejo Educativo Italo Argentino;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Calle 95 1655;NECOCHEA;Necochea;Buenos Aires;;;;;;;;;;;;;;;;
12155;Jardín Maternal Barquito De Papel;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;572 1681;QUEQUEN;Necochea;Buenos Aires;;;;;;;;;;;;;;;;
12156;Jardín Maternal Municipal Nº15 Mundo De Juguetes;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Hungría 553;CASTELAR;Moron;Buenos Aires;;;;;;;;;;;;;;;;
12157;Jardín Maternal Los Pinitos;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Misiones 6460;CIUDAD JARDIN LOMAS DEL PALOMAR;Tres De Febrero;Buenos Aires;;;;;;;;;;;;;;;;
12158;Jardín Maternal Municipal Creciendo Juntos;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Campana Y Pio Baroja 1216;VILLA FIORITO;Lomas De Zamora;Buenos Aires;;;;;;;;;;;;;;;;
12159;Jardín Maternal Municipal Nº16;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Fournier 3370;OLIVOS;Vicente Lopez;Buenos Aires;;;;;;;;;;;;;;;;
12160;Jardín Maternal Ivax;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Castelli 6701;CARAPACHAY;Vicente Lopez;Buenos Aires;;;;;;;;;;;;;;;;
12161;Jardín Maternal Municipal Acuario;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;61 575;NECOCHEA;Necochea;Buenos Aires;;;;;;;;;;;;;;;;
12162;Jesus En El Huerto De Los Olivos;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Salta 2676;OLIVOS;Vicente Lopez;Buenos Aires;;;;;;;;;;;;;;;;
12163;Jardín Maternal Babar Niños;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Guayaquil 876;DON TORCUATO;Tigre;Buenos Aires;;;;;;;;;;;;;;;;
12164;Jardín Maternal Dialogos Sc Johnson;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Avenida Uruguay 7286;BOULOGNE SUR MER;San Isidro;Buenos Aires;;;;;;;;;;;;;;;;
12165;Jardín Maternal Nº16 Noni Noni;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;2Da. Rivadavia 15000;HAEDO;Moron;Buenos Aires;;;;;;;;;;;;;;;;
12166;Jardín Maternal Re-Creando;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Venezuela 4629;VILLA MARTELLI;Vicente Lopez;Buenos Aires;;;;;;;;;;;;;;;;
12167;Jardín Maternal Municipal Luis Tomasello;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;462 E/19 Y 19Bis 1385;CITY BELL;La Plata;Buenos Aires;;;;;;;;;;;;;;;;
12168;Jardín Maternal Ensueños;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Pedro De Mendoza 2533;BECCAR;San Isidro;Buenos Aires;;;;;;;;;;;;;;;;
12169;Jardín Maternal Municipal Villa Elvira;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;7 E/ 81 Y 82 2445 Villa Elvira;Villa Elvira;La Plata;Buenos Aires;;;;;;;;;;;;;;;;
12170;Gorrioncito;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Espejo 3 De Febrero Y Maipu;EL PLUMERILLO (LAS HERAS);Las Heras;Mendoza;;;;;;;;;;;;;;;;
12171;J. M. Piquillin;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Curupayti 235 Yapeyu Ayacucho Y Curupayti;EL RESGUARDO (LAS HERAS);Las Heras;Mendoza;;;;;;;;;;;;;;;;
12172;Mocositos;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Belgrano Manzana G Casa 3;EL RESGUARDO (LAS HERAS);Las Heras;Mendoza;;;;;;;;;;;;;;;;
12173;Cheyna Tamari;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;El Resguardo M H -C10-Anatonio Tormo S/N;PANQUEHUA (LAS HERAS);Las Heras;Mendoza;;;;;;;;;;;;;;;;
12174;Tio Ignacio;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Alvarez Condarco Manzana B - Casa 30;EL RESGUARDO (LAS HERAS);Las Heras;Mendoza;;;;;;;;;;;;;;;;
12175;Semillitas De Mi Barrio;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;26 De Enero Juan Martinez De Rosas S/N;EL RESGUARDO (LAS HERAS);Las Heras;Mendoza;;;;;;;;;;;;;;;;
12176;Jardin Maternal Mi Hogarcito Feliz;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Entre Rios 137 Matheu;EL RESGUARDO (LAS HERAS);Las Heras;Mendoza;;;;;;;;;;;;;;;;
12177;Hormiguitas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;25 De Mayo Acceso Norte - Junin S/N;EL PLUMERILLO (LAS HERAS);Las Heras;Mendoza;;;;;;;;;;;;;;;;
12178;Jp018 Los Angelitos;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Suyai Manzana A- Casa 1 Bªsuyay;BUENA NUEVA (GUAYMALLEN);Guaymallén;Mendoza;;;;;;;;;;;;;;;;
12179;Mi Jardin Ojitos Dulces;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Gauna Garro 3900 Policial Avellaneda Y Gauna Garro;BERMEJO: BARRIOS SANTAROSA Y JARDIN EL SAUCE (GUAYM;Guaymallén;Mendoza;;;;;;;;;;;;;;;;
12180;Estrellita Luminosa;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Lihue Mariano Moreno Manzana 32-Lote 2 Y3;GENERAL BELGRANO (GUAYMALLEN);Guaymallén;Mendoza;;;;;;;;;;;;;;;;
12181;J 092 Duendelin;Infancias;Jardines Maternales y de Infantes;;Casa De La Cultura;SAN MARTIN ENTRE VILLAVICENCIO Y TOLOSA - POTRERILLOS S/N;Luján de Cuyo;Mendoza;;;;;;;;;;;;;;;;
12182;Las Campanitas De Gladys;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Cornelio Moyano S/N Amigorena I;EL PLUMERILLO (LAS HERAS);Las Heras;Mendoza;;;;;;;;;;;;;;;;
12183;J-026 Arroz Con Leche;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Lopez De Gomara 720;VILLA NUEVA (GUAYMALLEN);Guaymallén;Mendoza;;;;;;;;;;;;;;;;
12184;Hola Mami!;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Patron Santiago Capilla Del Rosario - S/Patos (Pasaje Comunal);VILLA NUEVA (GUAYMALLEN);Guaymallén;Mendoza;;;;;;;;;;;;;;;;
12185;Mi Pequeño Hogar;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;9 De Julio 1579 Favaro Carrizal Y 9 De Julio;JESUS NAZARENO (GUAYMALLEN);Guaymallén;Mendoza;;;;;;;;;;;;;;;;
12186;Jardin Maternal Amanecer;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Solari 7310 La Palaya Solari Y Alberdi;RODEO DE LA CRUZ (GUAYMALLEN);Guaymallén;Mendoza;;;;;;;;;;;;;;;;
12187;El Rinconcito De La Virgen;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Lateral Norte-Acceso Este 1380;SAN JOSE (GUAYMALLEN);Guaymallén;Mendoza;;;;;;;;;;;;;;;;
12188;Jardin Maternal Casita Trinitaria;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Aconcagua 485 Imperial;RODEO DE LA CRUZ (GUAYMALLEN);Guaymallén;Mendoza;;;;;;;;;;;;;;;;
12189;Jardin Municipal Picardias;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Curuzu Cuatiá M:12 La Estanzuela Olmo Zarate Y Curuzu Cuatia;PRESIDENTE SARMIENTO (GODOY CRUZ);Godoy Cruz;Mendoza;;;;;;;;;;;;;;;;
12190;Angel Custodio;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Salta 1353;VILLA MARINI;Godoy Cruz;Mendoza;;;;;;;;;;;;;;;;
12191;Chispitas De Esperanza;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Chuquisaca 981 La Esperanza;VILLA MARINI;Godoy Cruz;Mendoza;;;;;;;;;;;;;;;;
12192;005 Jardín Maternal: Los Locos Bajitos;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Belgrano 1358;SAN JOSE (GUAYMALLEN);Guaymallén;Mendoza;;;;;;;;;;;;;;;;
12193;El Rinconcito De A.V.O.M.E.;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Armani 1800;VILLA HIPODROMO (GODOY CRUZ);Godoy Cruz;Mendoza;;;;;;;;;;;;;;;;
12194;Nuestra Señora Del Perpetuo Socorro;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Italia 5480;CHACRAS DE CORIA - INCLUYE EST. PASO DE LOS ANDES;Luján de Cuyo;Mendoza;;;;;;;;;;;;;;;;
12195;Chupetines Y Caramelos;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Venier Calle 5 S/N;PALMIRA;San Martin;Mendoza;;;;;;;;;;;;;;;;
12196;Jardin Maternal N°042 Milagros - El Central;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Mendoza Y Pardo;EL CENTRAL;Rivadavia;Mendoza;;;;;;;;;;;;;;;;
12197;J-102 Ositos Mimosos;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Jorge Newbery Marconi Y Cabildo Abierto;ALGARROBAL (LAS HERAS);Las Heras;Mendoza;;;;;;;;;;;;;;;;
12198;Mi Manzanita;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Jardin Aeroparque Padre Llorens- Carrizal S/N;EL CHALLAO (LAS HERAS);Las Heras;Mendoza;;;;;;;;;;;;;;;;
12199;Emmanuel;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Roca 5338 Amanecer;VILLA NUEVA (GUAYMALLEN);Guaymallén;Mendoza;;;;;;;;;;;;;;;;
12200;Huellitas De Amor Ex Cd10;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Correa Saa 2865 Belgrano Sarmiento Y Correa Saa;GENERAL BELGRANO (GUAYMALLEN);Guaymallén;Mendoza;;;;;;;;;;;;;;;;
12201;Jardin Maternal Estrellitas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Mariano Moreno S/N Tres Estrellas;LAS TORTUGAS (GODOY CRUZ);Godoy Cruz;Mendoza;;;;;;;;;;;;;;;;
12202;Jardin Maternal Rayito De Luz;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;20 De Julio Pringles S/N;EL PLUMERILLO (LAS HERAS);Las Heras;Mendoza;;;;;;;;;;;;;;;;
12203;Jardin Maternal Manaslu;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Santo Tomás De Aquino Ruta 40 Y Paso Hondo - Manzana 6 Casa 22-23;EL BORBOLLON (LAS HERAS);Las Heras;Mendoza;;;;;;;;;;;;;;;;
12204;Hornerito;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;San Pablo Paraguay S/N;ALGARROBAL (LAS HERAS);Las Heras;Mendoza;;;;;;;;;;;;;;;;
12205;Jardin Maternal Buen Orden Piolin;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;2ºb° Buen Orden Carril Buen Orden - Manzana D - Casa13;BUEN ORDEN;San Martin;Mendoza;;;;;;;;;;;;;;;;
12206;Jardin Maternal Patitas Sueltas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Lautaro S/N Parque Sur Lautaro Y Montes De Oca;VILLA HIPODROMO (GODOY CRUZ);Godoy Cruz;Mendoza;;;;;;;;;;;;;;;;
12207;Gotitas De Miel;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Bahía Bustamante La Gloria Bahia Bustamante Y Ushuaia;LAS TORTUGAS (GODOY CRUZ);Godoy Cruz;Mendoza;;;;;;;;;;;;;;;;
12208;Multicolores;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Salvador Arias S/Nº Sarmiento Mar Del Plata;VILLA MARINI;Godoy Cruz;Mendoza;;;;;;;;;;;;;;;;
12209;Jardin Maternal Mi Angelito;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Volcan Santa Maria 1400 Xii Barrio Plan Agua Y Energia;LAS TORTUGAS (GODOY CRUZ);Godoy Cruz;Mendoza;;;;;;;;;;;;;;;;
12210;Pasitos De Tiza;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Alfonso X 47 El Sauce;EL SAUCE (GUAYMALLEN);Guaymallén;Mendoza;;;;;;;;;;;;;;;;
12211;Vagoncitos De Ilusiones;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Gral. Ortega Y Tabanera - Exequiel Tabanera S/N;LA LLAVE;San Rafael;Mendoza;;;;;;;;;;;;;;;;
12212;Conejitos Del Sol;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Virgen Del Lago Santa Maria De Oro Y Los Cedros;CUADRO NACIONAL (SAN RAFAEL);San Rafael;Mendoza;;;;;;;;;;;;;;;;
12213;Pasitos Traviesos;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Calle Nº 1 Mza. C Casa 4 Frente Bº Circuito;BUENA NUEVA (GUAYMALLEN);Guaymallén;Mendoza;;;;;;;;;;;;;;;;
12214;Mi Tiempo Feliz (Jm 149);Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Boulevard Los Zorzales 6180 Paraguay Calle Nº 4 Boulevard Los Zorzales;BUENA NUEVA (GUAYMALLEN);Guaymallén;Mendoza;;;;;;;;;;;;;;;;
12215;Nº 161 Jardín Maternal Puente Azul;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Ruta 40 Km 84 - Puente Del Rio -Calle Crayon S/N;EL TOTORAL;Tunuyan;Mendoza;;;;;;;;;;;;;;;;
12216;Maminas;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Ruta 146;CUADRO NACIONAL (SAN RAFAEL);San Rafael;Mendoza;;;;;;;;;;;;;;;;
12217;Angelica Suarez;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Bandera De Los Andes 2603 Hospital Humberto Notti;VILLA NUEVA (GUAYMALLEN);Guaymallén;Mendoza;;;;;;;;;;;;;;;;
12218;Primeros Pasitos;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Monseñor Buteler Y Mathus Hoyo;EL ZAPALLAR (LAS HERAS);Las Heras;Mendoza;;;;;;;;;;;;;;;;
12219;Fundacion Conin;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Dorrego Lisandro Moyano Y Dorrego;EL RESGUARDO (LAS HERAS);Las Heras;Mendoza;;;;;;;;;;;;;;;;
12220;Pintorcitos J-169;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Costa El Toledano Los Angeles S/N;LAS PAREDES;San Rafael;Mendoza;;;;;;;;;;;;;;;;
12221;El Ombu;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Isla Gorostiague Calle Nro 1;EL JUNCALITO;General Alvear;Mendoza;;;;;;;;;;;;;;;;
12222;Entre Risas Y Sueños;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Manzana A -Casa9 Cooperativa La Pega Iii - Ma - C9 Ruta 24 S/N;LA PEGA;Lavalle;Mendoza;;;;;;;;;;;;;;;;
12223;Pintorcito;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Santa Rosa S/N Santa Rosa S/N;LAS PINTADAS;Tunuyan;Mendoza;;;;;;;;;;;;;;;;
12224;Carita De Angel;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Valle De La Luna 252 Mercantil El Cerrito;EL CERRITO;San Rafael;Mendoza;;;;;;;;;;;;;;;;
12225;Luna De Papel;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Arduino Y Mendoza;SAN PEDRO DEL ATUEL;General Alvear;Mendoza;;;;;;;;;;;;;;;;
12226;Cumelen;Infancias;Jardines Maternales y de Infantes;Ministerio de educación;Correa Saa 494;SAN JOSE (GUAYMALLEN);Guaymallén;Mendoza;;;;;;;;;;;;;;;;
